Object Unique ID,Level,File name,File use,Type of Resource,Language,Title,Title,Subtitle,Translation,Variant,Variant,Variant,Variant,Variant,Variant,Variant,Variant,Variant,Variant,Variant,Variant,Variant,Variant,Variant,Variant,Begin date,Begin date,Date:creation,Date:creation,End date,End date,File name 2,File use 2,Identifier:filename,Identifier:filename,Note:local attribution,Note:note,Note:note,Note:note,Note:note,Note:publication,Note:publication,Note:series,Note:series,Subject:topic
http://library.ucsd.edu/ark:/20775/bb4984071q,Object,20775-bb4984071q-0-1.pdf,document-service,text,,UCSD Guardian,,,,Triton Times,Guardian,The Guardian,Daily Guardian,,,,,,,,,,,,,3/11/1991,,11-Mar-91,,3/11/1991,,20775-bb4984071q-0-2.tgz,document-source,VOLUME72_ISSUE19_MONDAYMARCH11_1991.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",,,"La Jolla, CA",,"Volume 72, Issue 19",,
http://library.ucsd.edu/ark:/20775/bb23560659,Object,20775-bb23560659-0-1.pdf,document-service,text,,UCSD Guardian,,,,Daily Guardian,The Guardian,Guardian,Triton Times,,,,,,,,,,,,,10/9/1997,,9-Oct-97,,10/9/1997,,20775-bb23560659-0-2.tgz,document-source,VOLUME92_ISSUE5_THURSDAYOCTOBER9_1997.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",,,"La Jolla, CA",,"Volume 92, Issue 5",,
http://library.ucsd.edu/ark:/20775/bb6690569x,Object,20775-bb6690569x-0-1.pdf,document-service,text,,UCSD Guardian,,,,Daily Guardian,Guardian,The Guardian,Triton Times,,,,,,,,,,,,,9/21/1981,,21-Sep-81,,9/21/1981,,20775-bb6690569x-0-2.tgz,document-source,VOLUME44_ISSUE2_MONDAYSEPTEMBER21_1981.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 44, Issue 2",,
http://library.ucsd.edu/ark:/20775/bb14686814,Object,20775-bb14686814-0-1.pdf,document-service,text,,Guardian,,,,Daily Guardian,UCSD Guardian,The Guardian,Triton Times,,,,,,,,,,,,,3/2/1979,,2-Mar-79,,3/2/1979,,20775-bb14686814-0-2.tgz,document-source,VOLUME36_ISSUE23_FRIDAYMARCH2_1979.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",,,"La Jolla, CA",,"Volume 36, Issue 23",,
http://library.ucsd.edu/ark:/20775/bb7509692g,Object,20775-bb7509692g-0-1.pdf,document-service,text,,Triton Times,,,,UCSD Guardian,The Guardian,Guardian,Daily Guardian,,,,,,,,,,,,,4/17/1973,,17-Apr-73,,4/17/1973,,20775-bb7509692g-0-2.tgz,document-source,VOLUME19_ISSUE5_TUESDAYAPRIL17_1973.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 19, Issue 5",,
http://library.ucsd.edu/ark:/20775/bb8567844r,Object,20775-bb8567844r-0-1.pdf,document-service,text,,UCSD Guardian,,,,Triton Times,Guardian,Daily Guardian,The Guardian,,,,,,,,,,,,,3/2/2009,,2-Mar-09,,3/2/2009,,,,03_02_09.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,,,
http://library.ucsd.edu/ark:/20775/bb3209313h,Object,20775-bb3209313h-0-1.pdf,document-service,text,,UCSD Guardian,,,,Daily Guardian,The Guardian,Triton Times,Guardian,,,,,,,,,,,,,12/5/1985,,5-Dec-85,,12/5/1985,,20775-bb3209313h-0-2.tgz,document-source,VOLUME56_ISSUE20_THURSDAYDECEMBER5_1985.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 56, Issue 20",,
http://library.ucsd.edu/ark:/20775/bb20147652,Object,20775-bb20147652-0-1.pdf,document-service,text,,Triton Times,,,,Daily Guardian,UCSD Guardian,Guardian,The Guardian,,,,,,,,,,,,,3/15/1974,,15-Mar-74,,3/15/1974,,20775-bb20147652-0-2.tgz,document-source,VOLUME21_ISSUE20_MARCH15_1974.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 21, Issue 20",,
http://library.ucsd.edu/ark:/20775/bb57690636,Object,20775-bb57690636-0-1.pdf,document-service,text,,UCSD Guardian,,,,Daily Guardian,The Guardian,Triton Times,Guardian,,,,,,,,,,,,,3/7/1983,,7-Mar-83,,3/7/1983,,20775-bb57690636-0-2.tgz,document-source,VOLUME48_ISSUE19_MONDAYMARCH7_1983.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 48, Issue 19",,
http://library.ucsd.edu/ark:/20775/bb7577950p,Object,20775-bb7577950p-0-1.pdf,document-service,text,,UCSD Guardian,,,,Guardian,The Guardian,Triton Times,Daily Guardian,,,,,,,,,,,,,1/25/1993,,25-Jan-93,,1/25/1993,,20775-bb7577950p-0-2.tgz,document-source,VOLUME78_ISSUE7_MONDAYJANUARY25_1993.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 78, Issue 7",,
http://library.ucsd.edu/ark:/20775/bb61786235,Object,20775-bb61786235-0-1.pdf,document-service,text,,Triton Times,,,,Daily Guardian,The Guardian,Guardian,UCSD Guardian,,,,,,,,,,,,,4/11/1975,,11-Apr-75,,4/11/1975,,20775-bb61786235-0-2.tgz,document-source,VOLUME25_ISSUE6_FRIDAYAPRIL11_1975.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 25, Issue 6",,
http://library.ucsd.edu/ark:/20775/bb31751777,Object,20775-bb31751777-0-1.pdf,document-service,text,,UCSD Guardian,,,,The Guardian,Daily Guardian,Triton Times,Guardian,,,,,,,,,,,,,3/13/1989,,13-Mar-89,,3/13/1989,,20775-bb31751777-0-2.tgz,document-source,VOLUME66_ISSUE20_MONDAYMARCH13_1989.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 66, Issue 20",,
http://library.ucsd.edu/ark:/20775/bb38236534,Object,20775-bb38236534-0-1.pdf,document-service,text,,UCSD Guardian,,,,Daily Guardian,Guardian,The Guardian,Triton Times,,,,,,,,,,,,,2/24/1986,,24-Feb-86,,2/24/1986,,20775-bb38236534-0-2.tgz,document-source,VOLUME57_ISSUE15_MONDAYFEBRUARY24_1986.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 57, Issue 15",,
http://library.ucsd.edu/ark:/20775/bb89431563,Object,20775-bb89431563-0-1.pdf,document-service,text,,UCSD Guardian,,,,Guardian,Daily Guardian,Triton Times,The Guardian,,,,,,,,,,,,,10/26/1992,,26-Oct-92,,10/26/1992,,20775-bb89431563-0-2.tgz,document-source,VOLUME77_ISSUE10_MONDAYOCTOBER26_1992.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",,,"La Jolla, CA",,"Volume 77, Issue 10",,
http://library.ucsd.edu/ark:/20775/bb2970399h,Object,20775-bb2970399h-0-1.pdf,document-service,text,,Triton Times,,,,Guardian,Daily Guardian,UCSD Guardian,The Guardian,,,,,,,,,,,,,4/7/1972,,7-Apr-72,,4/7/1972,,20775-bb2970399h-0-2.tgz,document-source,VOLUME16_ISSUE4_FRIDAYAPRIL7_1972.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",,,"La Jolla, CA",,"Volume 16, Issue 4",,
http://library.ucsd.edu/ark:/20775/bb5905575q,Object,20775-bb5905575q-0-1.pdf,document-service,text,,UCSD Guardian,,,,Triton Times,Guardian,The Guardian,Daily Guardian,,,,,,,,,,,,,4/11/2005,,11-Apr-05,,4/11/2005,,20775-bb5905575q-0-2.tgz,document-source,VOLUME115_ISSUE5_MONDAYAPRIL11_2005.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 115, Issue 5",,
http://library.ucsd.edu/ark:/20775/bb7304909b,Object,20775-bb7304909b-0-1.pdf,document-service,text,,UCSD Guardian,,,,Guardian,The Guardian,Daily Guardian,Triton Times,,,,,,,,,,,,,10/27/1983,,27-Oct-83,,10/27/1983,,20775-bb7304909b-0-2.tgz,document-source,VOLUME50_ISSUE11_THURSDAYOCTOBER27_1983.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 50, Issue 11",,
http://library.ucsd.edu/ark:/20775/bb3004531k,Object,20775-bb3004531k-0-1.pdf,document-service,text,,UCSD Guardian,,,,Daily Guardian,Guardian,Triton Times,The Guardian,,,,,,,,,,,,,9/28/1999,,28-Sep-99,,9/28/1999,,20775-bb3004531k-0-2.tgz,document-source,VOLUME98_ISSUE1_TUESDAYSEPTEMBER28_1999.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",,,"La Jolla, CA",,"Volume 98, Issue 1",,
http://library.ucsd.edu/ark:/20775/bb4574512t,Object,20775-bb4574512t-0-1.pdf,document-service,text,,UCSD Guardian,,,,Triton Times,Daily Guardian,Guardian,The Guardian,,,,,,,,,,,,,5/30/1996,,30-May-96,,5/30/1996,,20775-bb4574512t-0-2.tgz,document-source,VOLUME88_ISSUE18_THURSDAYMAY30_1996.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 88, Issue 18",,
http://library.ucsd.edu/ark:/20775/bb5769062p,Object,20775-bb5769062p-0-1.pdf,document-service,text,,Daily Guardian,,,,Guardian,Triton Times,UCSD Guardian,The Guardian,,,,,,,,,,,,,10/31/1979,,31-Oct-79,,10/31/1979,,20775-bb5769062p-0-2.tgz,document-source,VOLUME38_ISSUE29_WEDNESDAYOCTOBER31_1979.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 38, Issue 29",,
http://library.ucsd.edu/ark:/20775/bb62810108,Object,20775-bb62810108-0-1.pdf,document-service,text,,Triton Times,,,,Daily Guardian,UCSD Guardian,Guardian,The Guardian,,,,,,,,,,,,,12/1/1970,,1-Dec-70,,12/1/1970,,20775-bb62810108-0-2.tgz,document-source,VOLUME11_ISSUE19_TUESDAYDECEMBER1_1970.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 11, Issue 19",,
http://library.ucsd.edu/ark:/20775/bb07519473,Object,20775-bb07519473-0-1.pdf,document-service,text,,Triton Times,,,,The Guardian,UCSD Guardian,Guardian,Daily Guardian,,,,,,,,,,,,,6/10/1977,,10-Jun-77,,6/10/1977,,20775-bb07519473-0-2.tgz,document-source,VOLUME31_ISSUE29_FRIDAYJUNE10_1977.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 31, Issue 29",,
http://library.ucsd.edu/ark:/20775/bb59055767,Object,20775-bb59055767-0-1.pdf,document-service,text,,UCSD Guardian,,,,Guardian,Triton Times,The Guardian,Daily Guardian,,,,,,,,,,,,,2/12/1998,,12-Feb-98,,2/12/1998,,20775-bb59055767-0-2.tgz,document-source,VOLUME93_ISSUE12_THURSDAYFEBRUARY12_1998.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",,,"La Jolla, CA",,"Volume 93, Issue 12",,
