Object Unique ID,Level,File name,File use,Type of Resource,Language,Title,Title,Subtitle,Translation,Variant,Variant,Variant,Variant,Variant,Variant,Variant,Variant,Variant,Variant,Variant,Variant,Variant,Variant,Variant,Variant,Begin date,Begin date,Date:creation,Date:creation,End date,End date,File name 2,File use 2,Identifier:filename,Identifier:filename,Note:local attribution,Note:note,Note:note,Note:note,Note:note,Note:publication,Note:publication,Note:series,Note:series,Subject:topic
http://library.ucsd.edu/ark:/20775/bb2219540c,Object,20775-bb2219540c-0-1.pdf,document-service,text,,Triton Times,,,,UCSD Guardian,Guardian,Daily Guardian,The Guardian,,,,,,,,,,,,,1/14/1976,,14-Jan-76,,1/14/1976,,20775-bb2219540c-0-2.tgz,document-source,VOLUME27_ISSUE5_WEDNESDAYJANUARY14_1976.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",,,"La Jolla, CA",,"Volume 27, Issue 5",,
http://library.ucsd.edu/ark:/20775/bb5223108m,Object,20775-bb5223108m-0-1.pdf,document-service,text,,UCSD Guardian,,,,Triton Times,Guardian,Daily Guardian,The Guardian,,,,,,,,,,,,,1/6/2011,,6-Jan-11,,1/6/2011,,,,01_06_11.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 43, Issue 22",,
http://library.ucsd.edu/ark:/20775/bb7065999b,Object,20775-bb7065999b-0-1.pdf,document-service,text,,UCSD Guardian,,,,The Guardian,Guardian,Triton Times,Daily Guardian,,,,,,,,,,,,,6/6/1983,,6-Jun-83,,6/6/1983,,20775-bb7065999b-0-2.tgz,document-source,VOLUME49_ISSUE19_MONDAYJUNE6_1983.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 49, Issue 19",,
http://library.ucsd.edu/ark:/20775/bb80216423,Object,20775-bb80216423-0-1.pdf,document-service,text,,Triton Times,,,,Daily Guardian,The Guardian,Guardian,UCSD Guardian,,,,,,,,,,,,,4/3/1973,,3-Apr-73,,4/3/1973,,20775-bb80216423-0-2.tgz,document-source,VOLUME19_ISSUE1_TUESDAYAPRIL3_1973.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",,,"La Jolla, CA",,"Volume 19, Issue 1",,
http://library.ucsd.edu/ark:/20775/bb81922924,Object,20775-bb81922924-0-1.pdf,document-service,text,,UCSD Guardian,,,,Daily Guardian,Triton Times,The Guardian,Guardian,,,,,,,,,,,,,5/26/1988,,26-May-88,,5/26/1988,,20775-bb81922924-0-2.tgz,document-source,VOLUME64_ISSUE16_THURSDAYMAY26_1988.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",,,"La Jolla, CA",,"Volume 64, Issue 16",,
http://library.ucsd.edu/ark:/20775/bb4472123v,Object,20775-bb4472123v-0-1.pdf,document-service,text,,UCSD Guardian,,,,Triton Times,Daily Guardian,Guardian,The Guardian,,,,,,,,,,,,,11/20/2006,,20-Nov-06,,11/20/2006,,20775-bb4472123v-0-2.tgz,document-source,MONDAYNOVEMBER20_2006.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 119, Issue 17",,
http://library.ucsd.edu/ark:/20775/bb1605201n,Object,20775-bb1605201n-0-1.pdf,document-service,text,,UCSD Guardian,,,,Triton Times,Daily Guardian,Guardian,The Guardian,,,,,,,,,,,,,5/21/1992,,21-May-92,,5/21/1992,,20775-bb1605201n-0-2.tgz,document-source,VOLUME76_ISSUE16_THURSDAYMAY21_1992.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",,,"La Jolla, CA",,"Volume 76, Issue 16",,
http://library.ucsd.edu/ark:/20775/bb6451663g,Object,20775-bb6451663g-0-1.pdf,document-service,text,,Daily Guardian,,,,Triton Times,Guardian,The Guardian,UCSD Guardian,,,,,,,,,,,,,1/10/1980,,10-Jan-80,,1/10/1980,,20775-bb6451663g-0-2.tgz,document-source,VOLUME39_ISSUE4_THURSDAYJANUARY10_1980.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",,,"La Jolla, CA",,"Volume 39, Issue 4",,
http://library.ucsd.edu/ark:/20775/bb3482350q,Object,20775-bb3482350q-0-1.pdf,document-service,text,,Triton Times,,,,Guardian,The Guardian,Daily Guardian,UCSD Guardian,,,,,,,,,,,,,11/22/1967,,22-Nov-67,,11/22/1967,,20775-bb3482350q-0-2.tgz,document-source,VOLUME2_ISSUE5_NOVEMBER22_1967.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 2, Issue 5",,
http://library.ucsd.edu/ark:/20775/bb6383406v,Object,20775-bb6383406v-0-1.pdf,document-service,text,,Triton Times,,,,The Guardian,Daily Guardian,UCSD Guardian,Guardian,,,,,,,,,,,,,2/16/1977,,16-Feb-77,,2/16/1977,,20775-bb6383406v-0-2.tgz,document-source,VOLUME30_ISSUE17_WEDNESDAYFEBRUARY16_1977.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",,,"La Jolla, CA",,"Volume 30, Issue 17",,
http://library.ucsd.edu/ark:/20775/bb0376519b,Object,20775-bb0376519b-0-1.pdf,document-service,text,,UCSD Guardian,,,,The Guardian,Guardian,Daily Guardian,Triton Times,,,,,,,,,,,,,4/30/1992,,30-Apr-92,,4/30/1992,,20775-bb0376519b-0-2.tgz,document-source,VOLUME76_ISSUE10_THURSDAYAPRIL30_1992.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 76, Issue 10",,
http://library.ucsd.edu/ark:/20775/bb80898983,Object,20775-bb80898983-0-1.pdf,document-service,text,,UCSD Guardian,,,,Daily Guardian,Guardian,The Guardian,Triton Times,,,,,,,,,,,,,6/6/2002,,6-Jun-02,,6/6/2002,,20775-bb80898983-0-2.tgz,document-source,VOLUME106_ISSUE20_THURSDAYJUNE6_2002.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 106, Issue 20",,
http://library.ucsd.edu/ark:/20775/bb91138046,Object,20775-bb91138046-0-1.pdf,document-service,text,,Daily Guardian,,,,UCSD Guardian,Guardian,Triton Times,The Guardian,,,,,,,,,,,,,5/5/1980,,5-May-80,,5/5/1980,,20775-bb91138046-0-2.tgz,document-source,VOLUME40_ISSUE26_MONDAYMAY5_1980.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",,,"La Jolla, CA",,"Volume 40, Issue 26",,
http://library.ucsd.edu/ark:/20775/bb7168390k,Object,20775-bb7168390k-0-1.pdf,document-service,text,,UCSD Guardian,,,,The Guardian,Triton Times,Guardian,Daily Guardian,,,,,,,,,,,,,5/23/2005,,23-May-05,,5/23/2005,,20775-bb7168390k-0-2.tgz,document-source,VOLUME115_ISSUE17_MONDAYMAY23_2005.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 115, Issue 17",,
http://library.ucsd.edu/ark:/20775/bb75098152,Object,20775-bb75098152-0-1.pdf,document-service,text,,UCSD Guardian,,,,Triton Times,Guardian,Daily Guardian,The Guardian,,,,,,,,,,,,,4/2/2009,,2-Apr-09,,4/2/2009,,,,04_02_09.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",,,"La Jolla, CA",,,,
http://library.ucsd.edu/ark:/20775/bb7748597d,Object,20775-bb7748597d-0-1.pdf,document-service,text,,Daily Guardian,,,,Guardian,Triton Times,UCSD Guardian,The Guardian,,,,,,,,,,,,,3/12/1980,,12-Mar-80,,3/12/1980,,20775-bb7748597d-0-2.tgz,document-source,VOLUME39_ISSUE47_WEDNESDAYMARCH12_1980.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 39, Issue 47",,
http://library.ucsd.edu/ark:/20775/bb6724706q,Object,20775-bb6724706q-0-1.pdf,document-service,text,,Daily Guardian,,,,The Guardian,Guardian,Triton Times,UCSD Guardian,,,,,,,,,,,,,10/1/1979,,1-Oct-79,,10/1/1979,,20775-bb6724706q-0-2.tgz,document-source,VOLUME38_ISSUE7_MONDAYOCTOBER1_1979.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 38, Issue 7",,
http://library.ucsd.edu/ark:/20775/bb6451662z,Object,20775-bb6451662z-0-1.pdf,document-service,text,,Triton Times,,,,UCSD Guardian,The Guardian,Daily Guardian,Guardian,,,,,,,,,,,,,11/15/1968,,15-Nov-68,,11/15/1968,,20775-bb6451662z-0-2.tgz,document-source,VOLUME5_ISSUE7_NOVEMBER15_1968.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",,,"La Jolla, CA",,"Volume 5, Issue 7",,
http://library.ucsd.edu/ark:/20775/bb99329236,Object,20775-bb99329236-0-1.pdf,document-service,text,,UCSD Guardian,,,,The Guardian,Triton Times,Guardian,Daily Guardian,,,,,,,,,,,,,11/7/1985,,7-Nov-85,,11/7/1985,,20775-bb99329236-0-2.tgz,document-source,VOLUME56_ISSUE13_THURSDAYNOVEMBER7_1985.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 56, Issue 13",,
http://library.ucsd.edu/ark:/20775/bb3584743r,Object,20775-bb3584743r-0-1.pdf,document-service,text,,UCSD Guardian,,,,The Guardian,Daily Guardian,Guardian,Triton Times,,,,,,,,,,,,,3/14/2002,,14-Mar-02,,3/14/2002,,20775-bb3584743r-0-2.tgz,document-source,VOLUME105_ISSUE19_THURSDAYMARCH14_2002.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",,,"La Jolla, CA",,"Volume 105, Issue 19",,
http://library.ucsd.edu/ark:/20775/bb6622436n,Object,20775-bb6622436n-0-1.pdf,document-service,text,,UCSD Guardian,,,,Triton Times,Guardian,Daily Guardian,The Guardian,,,,,,,,,,,,,4/30/2009,,30-Apr-09,,4/30/2009,,,,04_30_09.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,,,
http://library.ucsd.edu/ark:/20775/bb99329215,Object,20775-bb99329215-0-1.pdf,document-service,text,,UCSD Guardian,,,,Guardian,Triton Times,The Guardian,Daily Guardian,,,,,,,,,,,,,10/18/1999,,18-Oct-99,,10/18/1999,,20775-bb99329215-0-2.tgz,document-source,VOLUME98_ISSUE6_MONDAYOCTOBER18_1999.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 98, Issue 6",,
http://library.ucsd.edu/ark:/20775/bb8192291m,Object,20775-bb8192291m-0-1.pdf,document-service,text,,Guardian,,,,Triton Times,Daily Guardian,UCSD Guardian,The Guardian,,,,,,,,,,,,,11/22/1978,,22-Nov-78,,11/22/1978,,20775-bb8192291m-0-2.tgz,document-source,VOLUME35_ISSUE27_WEDNESDAYNOVEMBER22_1978.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 35, Issue 27",,
http://library.ucsd.edu/ark:/20775/bb0137614d,Object,20775-bb0137614d-0-1.pdf,document-service,text,,Triton Times,,,,UCSD Guardian,Daily Guardian,Guardian,The Guardian,,,,,,,,,,,,,11/14/1969,,14-Nov-69,,11/14/1969,,20775-bb0137614d-0-2.tgz,document-source,VOLUME8_ISSUE7_NOVEMBER14_1969.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",,,"La Jolla, CA",,"Volume 8, Issue 7",,
http://library.ucsd.edu/ark:/20775/bb65541739,Object,20775-bb65541739-0-1.pdf,document-service,text,,UCSD Guardian,,,,Triton Times,Guardian,Daily Guardian,The Guardian,,,,,,,,,,,,,11/22/2010,,22-Nov-10,,11/22/2010,,,,11_22_10.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",,,"La Jolla, CA",,"Volume 43, Issue 18",,
http://library.ucsd.edu/ark:/20775/bb33800836,Object,20775-bb33800836-0-1.pdf,document-service,text,,UCSD Guardian,,,,Triton Times,Guardian,Daily Guardian,The Guardian,,,,,,,,,,,,,11/9/2009,,9-Nov-09,,11/9/2009,,,,11_09_09.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",,,"La Jolla, CA",,,,
http://library.ucsd.edu/ark:/20775/bb2731614m,Object,20775-bb2731614m-0-1.pdf,document-service,text,,UCSD Guardian,,,,Triton Times,Guardian,Daily Guardian,The Guardian,,,,,,,,,,,,,11/12/2009,,12-Nov-09,,11/12/2009,,,,11_12_09.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,,,
http://library.ucsd.edu/ark:/20775/bb8807119h,Object,2014-10-20.pdf,document-service,text,eng - English,UCSD Guardian,,,,Triton Times,Guardian,Daily Guardian,The Guardian,,,,,,,,,,,,,10/20/2014,,20-Oct-14,,10/20/2014,,,,2014-10-20.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 -November 26, 1980); The Guardian (January 5, 1981 -June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 48, Issue 6",,Newspaper
http://library.ucsd.edu/ark:/20775/bb34823538,Object,20775-bb34823538-0-1.pdf,document-service,text,,UCSD Guardian,,,,Guardian,The Guardian,Triton Times,Daily Guardian,,,,,,,,,,,,,1/18/1994,,18-Jan-94,,1/18/1994,,20775-bb34823538-0-2.tgz,document-source,VOLUME81_ISSUE5_TUESDAYJANUARY18_1994.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",,,"La Jolla, CA",,"Volume 81, Issue 5",,
http://library.ucsd.edu/ark:/20775/bb31410482,Object,20775-bb31410482-0-1.pdf,document-service,text,,UCSD Guardian,,,,Triton Times,The Guardian,Daily Guardian,Guardian,,,,,,,,,,,,,4/8/1996,,8-Apr-96,,4/8/1996,,20775-bb31410482-0-2.tgz,document-source,VOLUME88_ISSUE3_MONDAYAPRIL8_1996.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 88, Issue 3",,
http://library.ucsd.edu/ark:/20775/bb99671737,Object,20775-bb99671737-0-1.pdf,document-service,text,,UCSD Guardian,,,,Triton Times,Guardian,Daily Guardian,The Guardian,,,,,,,,,,,,,10/20/2008,,20-Oct-08,,10/20/2008,,,,10_20_08.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",,,"La Jolla, CA",,,,
http://library.ucsd.edu/ark:/20775/bb3038659x,Object,20775-bb3038659x-0-1.pdf,document-service,text,,UCSD Guardian,,,,The Guardian,Daily Guardian,Triton Times,Guardian,,,,,,,,,,,,,4/20/1995,,20-Apr-95,,4/20/1995,,20775-bb3038659x-0-2.tgz,document-source,VOLUME85_ISSUE6_THURSDAYAPRIL20_1995.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",,,"La Jolla, CA",,"Volume 85, Issue 6",,
http://library.ucsd.edu/ark:/20775/bb16052046,Object,20775-bb16052046-0-1.pdf,document-service,text,,UCSD Guardian,,,,Daily Guardian,Guardian,The Guardian,Triton Times,,,,,,,,,,,,,2/25/1993,,25-Feb-93,,2/25/1993,,20775-bb16052046-0-2.tgz,document-source,VOLUME78_ISSUE16_THURSDAYFEBRUARY25_1993.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",,,"La Jolla, CA",,"Volume 78, Issue 16",,
http://library.ucsd.edu/ark:/20775/bb82946787,Object,20775-bb82946787-0-1.pdf,document-service,text,,UCSD Guardian,,,,Guardian,The Guardian,Triton Times,Daily Guardian,,,,,,,,,,,,,1/12/1984,,12-Jan-84,,1/12/1984,,20775-bb82946787-0-2.tgz,document-source,VOLUME51_ISSUE2_THURSDAYJANUARY12_1984.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",,,"La Jolla, CA",,"Volume 51, Issue 2",,
